,location,total_sqft,bath,price,bhk
1909,Electronic City,1700.0,3.0,75.0,3
1910,Electronic City,1400.0,2.0,48.0,3
1913,Electronic City,1360.0,2.0,70.5,3
1915,Electronic City,1571.0,3.0,105.0,3
1919,Electronic City,1600.0,3.0,104.0,3
1921,Electronic City,1500.0,2.0,100.0,3
1922,Electronic City,1440.0,2.0,55.0,3
1923,Electronic City,1156.0,2.0,44.0,3
1924,Electronic City,1400.0,2.0,40.44,3
1930,Electronic City,1225.0,3.0,45.03,3
1934,Electronic City,1105.0,2.0,35.0,3
1938,Electronic City,1500.0,2.0,78.0,3
1940,Electronic City,1575.0,3.0,90.0,3
1941,Electronic City,1449.0,3.0,100.0,3
1942,Electronic City,1310.0,2.0,37.83,3
1945,Electronic City,1575.0,3.0,101.0,3
1949,Electronic City,1500.0,2.0,78.25,3
1958,Electronic City,1410.0,2.0,38.0,3
1959,Electronic City,1650.0,3.0,100.0,3
1963,Electronic City,1449.0,3.0,90.0,3
1967,Electronic City,1500.0,2.0,75.0,3
1968,Electronic City,1033.0,2.0,28.41,3
1976,Electronic City,1500.0,2.0,78.0,3
1989,Electronic City,1500.0,2.0,77.5,3
1990,Electronic City,1631.0,3.0,80.0,3
1995,Electronic City,1500.0,2.0,63.0,3
2001,Electronic City,1159.0,2.0,38.0,3
2005,Electronic City,2400.0,2.0,78.0,3
2006,Electronic City,1571.0,3.0,83.0,3
2007,Electronic City,1470.0,2.0,44.1,3
2008,Electronic City,1350.0,3.0,66.0,3
2009,Electronic City,1652.0,3.0,110.0,3
2010,Electronic City,1320.0,2.0,38.12,3
2012,Electronic City,1050.0,2.0,39.0,3
2034,Electronic City,1160.0,2.0,42.0,3
2035,Electronic City,1360.0,2.0,70.0,3
2043,Electronic City,1360.0,2.0,58.0,3
2044,Electronic City,1400.0,2.0,40.45,3
2048,Electronic City,1160.0,2.0,42.0,3
2050,Electronic City,1400.0,3.0,90.0,3
2051,Electronic City,1287.0,3.0,55.0,3
2058,Electronic City,1275.0,3.0,70.0,3
2064,Electronic City,1644.0,3.0,92.59,3
2070,Electronic City,1220.0,2.0,35.25,3
2071,Electronic City,1220.0,2.0,35.23,3
2076,Electronic City,1275.0,3.0,63.43,3
2077,Electronic City,1518.0,3.0,75.0,3
2087,Electronic City,1700.0,3.0,90.0,3
2088,Electronic City,1521.0,2.0,57.5,3
2092,Electronic City,1400.0,2.0,40.44,3
2096,Electronic City,1615.0,3.0,97.0,3
2100,Electronic City,1500.0,3.0,73.0,3
2103,Electronic City,1320.0,2.0,38.12,3
2108,Electronic City,1575.0,3.0,94.5,3
2111,Electronic City,1500.0,2.0,70.0,3
2112,Electronic City,1500.0,2.0,64.5,3
2117,Electronic City,1360.0,2.0,64.99,3
1877,Electronic City,2000.0,4.0,120.0,4
1899,Electronic City,4000.0,5.0,150.0,4
1970,Electronic City,2435.0,4.0,119.0,4
1985,Electronic City,2093.0,4.0,104.0,4
2114,Electronic City,2093.0,4.0,134.0,4
2122,Electronic City Phase II,630.0,1.0,28.35,1
2211,Electronic City Phase II,650.0,1.0,35.0,1
2231,Electronic City Phase II,575.0,1.0,16.75,1
2126,Electronic City Phase II,2225.0,4.0,98.88,4
2163,Electronic City Phase II,6000.0,4.0,260.0,4
2170,Electronic City Phase II,3550.0,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",167.5,4
2192,Electronic City Phase II,1900.0,3.0,97.0,4
2218,Electronic City Phase II,2187.5,4.0,105.0,4
2258,Electronics City Phase 1,650.0,1.0,23.0,1
2261,Electronics City Phase 1,755.0,1.0,42.41,1
2262,Electronics City Phase 1,580.0,1.0,27.0,1
2270,Electronics City Phase 1,635.0,1.0,26.0,1
2274,Electronics City Phase 1,360.0,1.0,16.9,1
2275,Electronics City Phase 1,638.0,1.0,32.0,1
2277,Electronics City Phase 1,585.0,1.0,21.0,1
2300,Electronics City Phase 1,755.0,1.0,30.12,1
2241,Electronics City Phase 1,1070.0,2.0,45.5,2
2244,Electronics City Phase 1,1113.27,2.0,53.0,2
2246,Electronics City Phase 1,1175.0,2.0,51.47,2
2247,Electronics City Phase 1,1160.0,2.0,52.0,2
2248,Electronics City Phase 1,920.0,2.0,33.0,2
2251,Electronics City Phase 1,940.0,2.0,40.0,2
2252,Electronics City Phase 1,1015.0,2.0,56.0,2
2255,Electronics City Phase 1,995.0,2.0,46.0,2
2257,Electronics City Phase 1,1340.0,2.0,75.0,2
2260,Electronics City Phase 1,1175.0,2.0,57.0,2
2263,Electronics City Phase 1,940.0,2.0,49.0,2
2264,Electronics City Phase 1,1335.0,2.0,67.0,2
2265,Electronics City Phase 1,1113.12,2.0,55.0,2
2266,Electronics City Phase 1,995.0,2.0,42.0,2
2269,Electronics City Phase 1,995.0,2.0,49.8,2
2271,Electronics City Phase 1,1190.0,2.0,68.0,2
2272,Electronics City Phase 1,1085.0,2.0,46.0,2
2276,Electronics City Phase 1,1175.0,2.0,64.98,2
2278,Electronics City Phase 1,1200.0,2.0,59.76,2
2279,Electronics City Phase 1,1145.0,2.0,54.0,2
2280,Electronics City Phase 1,1125.0,2.0,65.0,2
2283,Electronics City Phase 1,1175.0,2.0,50.0,2
2284,Electronics City Phase 1,865.0,2.0,40.0,2
2289,Electronics City Phase 1,1314.0,2.0,60.0,2
2290,Electronics City Phase 1,1170.0,2.0,62.0,2
2292,Electronics City Phase 1,940.0,2.0,48.0,2
2293,Electronics City Phase 1,940.0,2.0,44.0,2
2294,Electronics City Phase 1,1300.0,2.0,67.0,2
2295,Electronics City Phase 1,1028.0,2.0,51.0,2
2296,Electronics City Phase 1,1080.0,2.0,46.0,2
2297,Electronics City Phase 1,1205.0,2.0,60.0,2
2299,Electronics City Phase 1,1305.0,2.0,67.0,2
2301,Electronics City Phase 1,1175.0,2.0,60.0,2
2242,Electronics City Phase 1,1475.0,3.0,78.29,3
2243,Electronics City Phase 1,1490.0,3.0,78.8,3
2245,Electronics City Phase 1,1490.0,3.0,84.0,3
2249,Electronics City Phase 1,1750.0,3.0,84.0,3
2250,Electronics City Phase 1,1350.0,3.0,55.0,3
2253,Electronics City Phase 1,1595.0,3.0,75.0,3
2254,Electronics City Phase 1,1515.0,2.0,80.91,3
2256,Electronics City Phase 1,1555.0,2.0,82.0,3
2259,Electronics City Phase 1,1124.0,2.0,55.0,3
2267,Electronics City Phase 1,1350.0,3.0,71.0,3
2268,Electronics City Phase 1,1445.0,2.0,56.0,3
2273,Electronics City Phase 1,1450.0,3.0,72.54,3
2281,Electronics City Phase 1,1522.5,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",60.75,3
2282,Electronics City Phase 1,1550.0,2.0,82.0,3
2285,Electronics City Phase 1,1450.0,3.0,70.0,3
2286,Electronics City Phase 1,1450.0,2.0,63.51,3
2287,Electronics City Phase 1,1450.0,3.0,58.0,3
2288,Electronics City Phase 1,1800.0,3.0,93.0,3
2291,Electronics City Phase 1,1450.0,3.0,79.0,3
2298,Electronics City Phase 1,1900.0,3.0,85.0,3
2327,Frazer Town,896.0,1.0,100.0,1
2302,Frazer Town,1700.0,3.0,180.0,3
2303,Frazer Town,1305.0,3.0,95.45,3
2304,Frazer Town,1870.0,3.0,185.0,3
2305,Frazer Town,1750.0,3.0,150.0,3
2307,Frazer Town,2000.0,3.0,200.0,3
2308,Frazer Town,3500.0,4.0,330.0,3
2309,Frazer Town,2350.0,4.0,285.0,3
2311,Frazer Town,1900.0,4.0,145.0,3
2312,Frazer Town,2560.0,3.0,265.0,3
2313,Frazer Town,2400.0,3.0,260.0,3
2314,Frazer Town,2560.0,3.0,288.0,3
2318,Frazer Town,1706.0,3.0,154.0,3
2319,Frazer Town,2079.0,3.0,220.0,3
2322,Frazer Town,3100.0,3.0,400.0,3
2323,Frazer Town,5400.0,3.0,400.0,3
2326,Frazer Town,1870.0,3.0,180.0,3
2337,GM Palaya,675.0,1.0,35.0,1
2329,GM Palaya,1820.0,2.0,86.0,3
2332,GM Palaya,1315.0,2.0,65.0,3
2333,GM Palaya,1315.0,3.0,65.0,3
2334,GM Palaya,1315.0,3.0,64.0,3
2335,GM Palaya,1735.0,3.0,70.0,3
2336,GM Palaya,1643.0,2.0,70.0,3
2339,Garudachar Palya,1060.0,2.0,48.7,2
2340,Garudachar Palya,1150.0,2.0,52.75,2
2344,Garudachar Palya,1150.0,2.0,52.8,2
2345,Garudachar Palya,1150.0,2.0,52.8,2
2346,Garudachar Palya,1060.0,2.0,48.5,2
2347,Garudachar Palya,1150.0,2.0,52.5,2
2349,Garudachar Palya,1060.0,2.0,48.66,2
2350,Garudachar Palya,1150.0,2.0,52.0,2
2351,Garudachar Palya,1154.0,2.0,51.8,2
2338,Garudachar Palya,1325.0,2.0,60.8,3
2341,Garudachar Palya,1295.0,2.0,59.5,3
2342,Garudachar Palya,1320.0,2.0,60.6,3
2343,Garudachar Palya,1295.0,2.0,59.5,3
2348,Garudachar Palya,1325.0,2.0,60.8,3
2352,Garudachar Palya,1325.0,2.0,60.0,3
2354,Giri Nagar,1800.0,3.0,252.0,3
2355,Giri Nagar,1350.0,3.0,240.0,3
2353,Giri Nagar,2400.0,4.0,400.0,4
2356,Giri Nagar,2400.0,4.0,400.0,4
2359,Giri Nagar,4000.0,3.0,750.0,4
2357,Giri Nagar,3000.0,4.0,375.0,6
2358,Giri Nagar,2400.0,6.0,400.0,6
2360,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2362,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2364,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2369,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2361,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2363,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
2365,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2366,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2368,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2367,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2378,Gottigere,812.0,1.0,26.0,1
2383,Gottigere,812.0,1.0,26.0,1
2370,Gottigere,1100.0,2.0,40.0,2
2371,Gottigere,967.0,2.0,45.0,2
2373,Gottigere,1222.0,2.0,63.0,2
2376,Gottigere,950.0,2.0,38.0,2
2377,Gottigere,1153.0,2.0,48.5,2
2384,Gottigere,990.0,2.0,40.0,2
2385,Gottigere,1235.0,2.0,63.0,2
2387,Gottigere,1000.0,2.0,35.0,2
2388,Gottigere,1010.0,2.0,35.0,2
2390,Gottigere,1410.0,2.0,45.0,2
2393,Gottigere,945.0,2.0,45.0,2
2397,Gottigere,1120.0,2.0,50.0,2
2399,Gottigere,1200.0,2.0,40.0,2
2400,Gottigere,1280.0,2.0,61.0,2
2401,Gottigere,1205.0,2.0,56.58,2
2402,Gottigere,1170.0,2.0,40.0,2
2405,Gottigere,1110.0,2.0,36.25,2
2406,Gottigere,1245.0,2.0,59.0,2
2407,Gottigere,1200.0,2.0,50.0,2
2372,Gottigere,1618.0,3.0,82.5,3
2374,Gottigere,1600.0,2.0,55.0,3
2375,Gottigere,1300.0,3.0,65.0,3
2380,Gottigere,1460.0,2.0,65.0,3
2381,Gottigere,1500.0,3.0,70.0,3
2382,Gottigere,1621.0,3.0,72.0,3
2386,Gottigere,1385.0,3.0,64.0,3
2389,Gottigere,1385.0,2.0,50.0,3
2391,Gottigere,1425.0,2.0,47.0,3
2392,Gottigere,1435.0,2.0,62.0,3
2394,Gottigere,1400.0,2.0,50.0,3
2396,Gottigere,1230.0,2.0,52.0,3
2398,Gottigere,1500.0,3.0,63.0,3
2404,Gottigere,1613.0,3.0,72.0,3
2379,Gottigere,2000.0,4.0,82.0,4
2395,Gottigere,2500.0,3.0,120.0,4
2403,Gottigere,3000.0,3.0,132.0,4
2412,Green Glen Layout,940.0,2.0,56.8,2
2413,Green Glen Layout,1075.0,2.0,60.0,2
2435,Green Glen Layout,1250.0,2.0,75.0,2
2408,Green Glen Layout,1670.0,3.0,120.0,3
2410,Green Glen Layout,1776.42,3.0,105.0,3
2414,Green Glen Layout,1715.0,3.0,115.0,3
2415,Green Glen Layout,1751.0,2.0,115.0,3
2416,Green Glen Layout,1750.0,3.0,130.0,3
2417,Green Glen Layout,1530.0,3.0,105.0,3
2418,Green Glen Layout,1752.0,3.0,105.0,3
2419,Green Glen Layout,1680.0,4.0,95.0,3
2420,Green Glen Layout,1728.0,3.0,125.0,3
2421,Green Glen Layout,1645.0,3.0,110.0,3
2422,Green Glen Layout,1517.0,3.0,100.0,3
2425,Green Glen Layout,1750.0,3.0,120.0,3
2426,Green Glen Layout,1751.0,3.0,115.0,3
2427,Green Glen Layout,1750.0,3.0,105.0,3
2428,Green Glen Layout,1885.0,3.0,135.0,3
2429,Green Glen Layout,1715.0,3.0,120.0,3
2430,Green Glen Layout,1623.29,2.0,105.0,3
2431,Green Glen Layout,1715.0,3.0,115.0,3
2432,Green Glen Layout,1715.0,3.0,105.0,3
2433,Green Glen Layout,1600.0,3.0,105.0,3
2434,Green Glen Layout,1717.0,3.0,125.0,3
2436,Green Glen Layout,1715.0,3.0,112.0,3
2409,Green Glen Layout,3250.0,4.0,230.0,4
2411,Green Glen Layout,3250.0,4.0,230.0,4
2423,Green Glen Layout,3150.0,4.0,218.0,4
2424,Green Glen Layout,3270.0,4.0,205.0,4
2443,Gubbalala,1205.0,2.0,70.0,2
2445,Gubbalala,1475.0,2.0,80.0,2
2447,Gubbalala,1100.0,2.0,49.5,2
2448,Gubbalala,1060.0,2.0,46.0,2
2437,Gubbalala,1470.0,2.0,82.0,3
2438,Gubbalala,1745.0,3.0,104.0,3
2439,Gubbalala,1745.0,3.0,115.0,3
2440,Gubbalala,1745.0,3.0,110.0,3
2441,Gubbalala,1650.0,3.0,71.0,3
2444,Gubbalala,1435.0,2.0,80.0,3
2449,Gubbalala,2000.0,3.0,125.0,3
2442,Gubbalala,2570.0,4.0,141.0,5
2451,Gunjur,1140.0,2.0,43.0,2
2455,Gunjur,1140.0,2.0,49.11,2
2456,Gunjur,1195.0,2.0,44.0,2
2457,Gunjur,1190.0,2.0,40.0,2
2458,Gunjur,1457.0,2.0,60.0,2
2459,Gunjur,1080.0,2.0,41.0,2
2462,Gunjur,1175.0,2.0,43.48,2
2464,Gunjur,1071.0,2.0,51.0,2
2465,Gunjur,1063.0,2.0,40.0,2
2466,Gunjur,1235.0,2.0,52.76,2
2470,Gunjur,1235.0,2.0,44.5,2
2471,Gunjur,1457.0,2.0,60.0,2
2452,Gunjur,1356.0,2.0,66.0,3
2453,Gunjur,1600.0,3.0,75.0,3
2460,Gunjur,2132.0,3.0,80.0,3
2461,Gunjur,1800.0,3.0,70.0,3
2463,Gunjur,1362.0,3.0,62.63,3
2467,Gunjur,1362.0,3.0,62.63,3
2468,Gunjur,1362.0,3.0,62.63,3
2469,Gunjur,1588.0,2.0,90.0,3
2454,Gunjur,2000.0,3.0,95.0,4
2472,HAL 2nd Stage,1226.0,3.0,135.0,2
2473,HAL 2nd Stage,1490.0,2.0,300.0,3
2474,HAL 2nd Stage,2100.0,3.0,252.0,3
2475,HAL 2nd Stage,2700.0,3.0,500.0,3
2476,HAL 2nd Stage,2040.0,4.0,500.0,5
2479,HBR Layout,1200.0,2.0,60.0,2
2480,HBR Layout,1004.0,2.0,49.0,2
2483,HBR Layout,1089.0,2.0,60.0,2
2485,HBR Layout,1198.0,2.0,65.0,2
2486,HBR Layout,1200.0,2.0,120.0,2
2477,HBR Layout,2800.0,2.0,200.0,3
2478,HBR Layout,1722.0,3.0,95.0,3
2481,HBR Layout,1783.0,3.0,125.0,3
2482,HBR Layout,1656.0,3.0,90.0,3
2484,HBR Layout,1700.0,3.0,110.0,3
2487,HBR Layout,1832.0,3.0,160.0,3
2488,HRBR Layout,1374.0,2.0,95.0,2
2489,HRBR Layout,1440.0,2.0,98.0,2
2492,HRBR Layout,1210.0,2.0,75.0,2
2493,HRBR Layout,1265.0,2.0,78.0,2
2494,HRBR Layout,1170.0,2.0,75.0,2
2498,HRBR Layout,1301.0,2.0,120.0,2
2499,HRBR Layout,1145.0,2.0,68.5,2
2500,HRBR Layout,1300.0,2.0,90.0,2
2490,HRBR Layout,1567.0,3.0,90.0,3
2491,HRBR Layout,2800.0,3.0,250.0,3
2495,HRBR Layout,1335.0,2.0,87.0,3
2497,HRBR Layout,1625.0,3.0,120.0,3
2502,HSR Layout,1372.0,2.0,68.0,2
2505,HSR Layout,1467.0,2.0,55.0,2
2506,HSR Layout,1140.0,2.0,46.0,2
2507,HSR Layout,1372.0,2.0,61.0,2
2510,HSR Layout,1027.0,2.0,44.0,2
2512,HSR Layout,1140.0,2.0,46.0,2
2513,HSR Layout,1372.0,2.0,61.0,2
2514,HSR Layout,1140.0,2.0,46.0,2
2515,HSR Layout,1185.0,2.0,60.0,2
2516,HSR Layout,1127.0,2.0,68.0,2
2518,HSR Layout,1145.0,2.0,48.0,2
2519,HSR Layout,1009.0,2.0,56.0,2
2520,HSR Layout,1300.0,2.0,98.0,2
2522,HSR Layout,1140.0,2.0,46.0,2
2523,HSR Layout,1126.0,2.0,69.0,2
2525,HSR Layout,1140.0,2.0,46.0,2
2526,HSR Layout,1145.0,2.0,46.0,2
2527,HSR Layout,1142.0,2.0,65.0,2
2528,HSR Layout,1145.0,2.0,46.0,2
2530,HSR Layout,1203.0,2.0,72.0,2
2531,HSR Layout,1140.0,2.0,46.0,2
2533,HSR Layout,1140.0,2.0,46.0,2
2534,HSR Layout,1145.0,2.0,46.0,2
2535,HSR Layout,1009.0,2.0,56.0,2
2536,HSR Layout,1145.0,2.0,46.0,2
2537,HSR Layout,1100.0,2.0,44.0,2
2538,HSR Layout,1203.0,2.0,60.0,2
2539,HSR Layout,1120.0,2.0,70.0,2
2540,HSR Layout,1140.0,2.0,46.0,2
2541,HSR Layout,1289.0,2.0,70.0,2
2543,HSR Layout,1203.0,2.0,60.0,2
2544,HSR Layout,1140.0,2.0,46.0,2
2501,HSR Layout,1400.0,3.0,56.0,3
2503,HSR Layout,1430.0,2.0,65.0,3
2504,HSR Layout,1475.0,3.0,75.0,3
2508,HSR Layout,1750.0,3.0,95.0,3
2509,HSR Layout,2424.0,3.0,90.0,3
2511,HSR Layout,1650.0,3.0,110.0,3
2517,HSR Layout,1600.0,2.0,115.0,3
2521,HSR Layout,2400.0,3.0,88.0,3
2524,HSR Layout,1360.0,2.0,53.0,3
2529,HSR Layout,1844.0,3.0,95.0,3
2542,HSR Layout,1844.0,3.0,89.0,3
2532,HSR Layout,4200.0,5.0,245.0,5
2627,Haralur Road,575.0,1.0,38.0,1
2547,Haralur Road,1464.0,3.0,56.0,3
2552,Haralur Road,1464.0,3.0,56.0,3
2553,Haralur Road,1810.0,3.0,100.0,3
2559,Haralur Road,1920.0,3.0,115.0,3
2560,Haralur Road,1875.0,3.0,110.0,3
2565,Haralur Road,2017.0,3.0,125.0,3
2567,Haralur Road,1875.0,3.0,110.0,3
2569,Haralur Road,2475.0,4.0,130.0,3
2573,Haralur Road,1850.0,3.0,110.0,3
2581,Haralur Road,1444.0,2.0,80.0,3
2584,Haralur Road,1464.0,3.0,56.0,3
2586,Haralur Road,1464.0,3.0,56.0,3
2588,Haralur Road,1830.0,3.0,101.0,3
2590,Haralur Road,1520.0,2.0,96.0,3
2592,Haralur Road,2017.0,2.0,125.0,3
2598,Haralur Road,2017.0,3.0,105.0,3
2601,Haralur Road,1520.0,2.0,90.0,3
2603,Haralur Road,1985.0,3.0,130.0,3
2612,Haralur Road,1560.0,3.0,90.0,3
2613,Haralur Road,1520.0,2.0,85.0,3
2617,Haralur Road,1650.0,3.0,100.0,3
2618,Haralur Road,1580.0,3.0,73.0,3
2622,Haralur Road,1520.0,2.0,96.0,3
2623,Haralur Road,1510.0,3.0,83.05,3
2625,Haralur Road,1810.0,3.0,100.0,3
2632,Haralur Road,1850.0,3.0,120.0,3
2635,Haralur Road,1464.0,3.0,56.0,3
2637,Haralur Road,1710.0,3.0,85.0,3
2638,Haralur Road,1730.0,3.0,95.0,3
2642,Haralur Road,1817.0,3.0,110.0,3
2649,Haralur Road,1976.0,3.0,92.0,3
2658,Haralur Road,1890.0,3.0,84.0,3
2662,Haralur Road,1464.0,3.0,56.0,3
2663,Haralur Road,1735.0,3.0,97.0,3
2664,Haralur Road,1810.0,3.0,97.83,3
2667,Haralur Road,1810.0,3.0,112.0,3
2548,Haralur Road,2805.0,5.0,154.0,4
2555,Haralur Road,2805.0,4.0,154.0,4
2579,Haralur Road,3185.0,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",175.0,4
2595,Haralur Road,2805.0,5.0,160.0,4
2621,Haralur Road,2805.0,4.0,154.0,4
2668,Harlur,1174.0,2.0,69.0,2
2669,Harlur,1197.0,2.0,84.0,2
2671,Harlur,1174.0,2.0,76.0,2
2673,Harlur,1290.0,2.0,85.0,2
2676,Harlur,1152.0,2.0,69.0,2
2677,Harlur,1290.0,2.0,87.0,2
2682,Harlur,1197.0,2.0,79.0,2
2683,Harlur,1174.0,2.0,78.0,2
2685,Harlur,1197.0,2.0,79.0,2
2687,Harlur,1174.0,2.0,75.0,2
2695,Harlur,1331.0,2.0,88.0,2
2698,Harlur,1197.0,2.0,82.0,2
2699,Harlur,1303.0,2.0,90.0,2
2701,Harlur,1174.0,2.0,75.0,2
2702,Harlur,1197.0,2.0,78.0,2
2703,Harlur,1290.0,2.0,89.9,2
2704,Harlur,1386.0,2.0,85.0,2
2705,Harlur,1174.0,2.0,74.0,2
2706,Harlur,1174.0,2.0,78.0,2
2710,Harlur,1197.0,2.0,77.0,2
2713,Harlur,1197.0,2.0,76.0,2
2714,Harlur,1197.0,2.0,75.0,2
2716,Harlur,1197.0,2.0,79.9,2
2718,Harlur,1370.0,2.0,88.0,2
2719,Harlur,1335.0,2.0,72.76,2
2670,Harlur,1757.0,3.0,132.0,3
2672,Harlur,1754.0,3.0,125.0,3
2674,Harlur,1752.12,3.0,116.0,3
2675,Harlur,1754.0,3.0,124.0,3
2678,Harlur,1749.0,3.0,115.0,3
2679,Harlur,2240.0,5.0,155.0,3
2680,Harlur,1758.0,3.0,133.0,3
2684,Harlur,1730.0,3.0,100.0,3
2686,Harlur,1749.0,3.0,112.0,3
2688,Harlur,1620.0,3.0,110.0,3
2689,Harlur,1414.0,3.0,77.5,3
2690,Harlur,1630.0,3.0,95.1,3
2691,Harlur,1762.0,3.0,133.0,3
2692,Harlur,1756.0,3.0,131.0,3
2693,Harlur,1755.0,3.0,130.0,3
2694,Harlur,1864.0,3.0,140.0,3
2696,Harlur,1756.0,3.0,128.0,3
2697,Harlur,1749.0,3.0,120.0,3
2700,Harlur,1754.0,3.0,132.0,3
2707,Harlur,1755.0,3.0,115.0,3
2711,Harlur,1752.12,3.0,125.0,3
2715,Harlur,1755.0,3.0,117.0,3
2723,Hebbal,1349.0,2.0,98.2,2
2728,Hebbal,1337.0,2.0,82.0,2
2729,Hebbal,1349.0,2.0,98.0,2
2733,Hebbal,687.325,2.0,42.72,2
2737,Hebbal,1080.0,2.0,54.0,2
2738,Hebbal,812.0,2.0,55.0,2
2743,Hebbal,823.0,2.0,50.63,2
2744,Hebbal,1420.0,2.0,123.0,2
2746,Hebbal,1420.0,2.0,99.39,2
2750,Hebbal,1420.0,2.0,99.39,2
2752,Hebbal,1440.0,2.0,115.0,2
2756,Hebbal,1420.0,2.0,107.0,2
2757,Hebbal,1320.0,2.0,92.0,2
2758,Hebbal,919.0,2.0,49.0,2
2765,Hebbal,1251.0,2.0,88.73,2
2781,Hebbal,1088.0,2.0,61.45,2
2782,Hebbal,1349.0,2.0,97.8,2
2784,Hebbal,1344.0,2.0,108.0,2
2787,Hebbal,1138.0,2.0,110.0,2
2789,Hebbal,1088.0,2.0,62.0,2
2792,Hebbal,1299.0,2.0,100.0,2
2793,Hebbal,1200.0,2.0,60.0,2
2795,Hebbal,1390.0,2.0,95.0,2
2796,Hebbal,1333.0,2.0,100.0,2
2803,Hebbal,1333.0,2.0,104.0,2
2806,Hebbal,1345.0,2.0,97.0,2
2808,Hebbal,985.0,2.0,62.0,2
2809,Hebbal,1320.0,2.0,91.0,2
2811,Hebbal,1040.0,2.0,55.0,2
2818,Hebbal,1420.0,2.0,99.39,2
2821,Hebbal,1162.0,2.0,69.0,2
2822,Hebbal,1100.0,2.0,60.0,2
2824,Hebbal,1299.0,2.0,97.0,2
2832,Hebbal,1420.0,2.0,99.26,2
2833,Hebbal,1252.0,2.0,92.0,2
2835,Hebbal,1162.0,2.0,59.0,2
2836,Hebbal,1294.0,2.0,115.0,2
2838,Hebbal,1150.0,2.0,57.0,2
2843,Hebbal,1349.0,2.0,98.0,2
2845,Hebbal,1349.0,2.0,96.8,2
2720,Hebbal,1760.0,2.0,123.0,3
2722,Hebbal,1900.0,3.0,119.0,3
2725,Hebbal,1760.0,2.0,130.0,3
2726,Hebbal,3450.0,5.0,260.0,3
2727,Hebbal,1920.0,3.0,134.0,3
2730,Hebbal,1255.0,2.0,77.68,3
2731,Hebbal,1355.0,3.0,83.87,3
2732,Hebbal,1790.0,3.0,127.0,3
2735,Hebbal,1985.0,4.0,189.0,3
2742,Hebbal,1255.0,2.0,77.68,3
2745,Hebbal,1069.0,3.0,65.4,3
2748,Hebbal,1700.0,3.0,124.0,3
2751,Hebbal,1355.0,3.0,83.87,3
2753,Hebbal,1355.0,3.0,83.87,3
2754,Hebbal,2400.0,4.0,180.0,3
2755,Hebbal,1255.0,2.0,77.68,3
2759,Hebbal,1645.0,3.0,135.0,3
2760,Hebbal,2080.0,3.0,175.0,3
2761,Hebbal,1355.0,3.0,83.87,3
2763,Hebbal,2600.0,3.0,195.0,3
2764,Hebbal,1645.0,3.0,117.0,3
2766,Hebbal,1645.0,3.0,121.0,3
2767,Hebbal,1760.0,3.0,123.0,3
2770,Hebbal,1645.0,3.0,120.0,3
2771,Hebbal,1255.0,2.0,90.0,3
2772,Hebbal,1645.0,3.0,117.0,3
2773,Hebbal,1255.0,3.0,77.68,3
2774,Hebbal,1586.0,3.0,90.0,3
2775,Hebbal,1636.0,3.0,119.0,3
2776,Hebbal,2661.0,"<bound method Series.median of 0        2.0
1        5.0
2        2.0
3        3.0
4        2.0
        ... 
13315    4.0
13316    5.0
13317    2.0
13318    4.0
13319    1.0
Name: bath, Length: 13320, dtype: float64>",226.5,3
2777,Hebbal,1255.0,2.0,95.0,3
2779,Hebbal,1269.0,2.0,73.0,3
2780,Hebbal,1255.0,2.0,95.0,3
2783,Hebbal,1255.0,3.0,77.68,3
2785,Hebbal,1255.0,2.0,90.0,3
2786,Hebbal,1255.0,3.0,77.68,3
2790,Hebbal,1987.0,4.0,165.0,3
2794,Hebbal,1645.0,3.0,117.0,3
2797,Hebbal,1355.0,3.0,83.87,3
2798,Hebbal,2650.0,4.0,199.0,3
2799,Hebbal,1800.0,3.0,140.0,3
2800,Hebbal,1860.0,3.0,95.0,3
2802,Hebbal,1255.0,2.0,95.0,3
2804,Hebbal,1645.0,3.0,117.0,3
2805,Hebbal,2600.0,3.0,199.0,3
2807,Hebbal,1110.0,3.0,59.0,3
2810,Hebbal,2388.0,3.0,195.0,3
2812,Hebbal,1315.0,3.0,65.0,3
2813,Hebbal,2600.0,3.0,195.0,3
2816,Hebbal,1645.0,3.0,113.0,3
